ID_BOW,Numero_Protocolo,Empresa_Responsable,Nombre_Especimen,Investigador_Asignado,Sede_Contencion,Tipo_BOW,Cepa_Origen,Nivel_Peligro,Tipo_Contencion,Estado_Especimen,Unidades_Stock,Unidades_Activas,Unidades_Cuarentena,Unidades_Eliminadas,Peso_Promedio_kg,Altura_Promedio_m,Fecha_Creacion,Fecha_Ultimo_Reporte,Dias_En_Inventario,Comportamiento_Primario,Tasa_Mutacion_Pct,Estabilidad_Genetica_Pct,Tasa_Mortalidad_Contencion_Pct,Tasa_Fuga_Historica_Pct,Incidente_Fuga_Mas_Reciente,Bajas_Personal_Causadas,Tasa_Neutralizacion_Pct,Protocolo_Terminacion,Estado_Regulatorio,Aprobacion_Comite_Bioseguridad,Presupuesto_Mantenimiento_USD,Costo_Por_Unidad_USD,Estado_Publicacion_Interna,Clasificacion_Documental,Patentes_Bio_Aplicadas,Potencial_Armamento,Entorno_Operacion,Region_Geografica,Numero_Instalaciones,Socio_Externo_CRO,Puntuacion_Contencion,Incidentes_Protocolo,Cumplimiento_Bioseguridad_Pct,Tasa_Retencion_Especimenes_Pct,Tiempo_Desarrollo_Dias,Año_Creacion,Mes_Creacion,Trimestre_Creacion,Estado_Proyecto
BOW-4878-0042,UC-BOW-909-2020,Corporación Umbrella,Arañazo (Zombie Araña),Dr. Richard Aiken,Laboratorio Subterráneo Antartica-B,Experimental,Progenitor Puro,NIVEL-5 Crítico,Celda Reforzada T-Metal,Cuarentena,11,11,0,25,108.7,2.69,2011-07-07,2013-03-22,624,Reactivo Movimiento,37.5,59.7,39.4,19.8,2021-10-16 00:00:00,105,83.1,Sin Protocolo Asignado,En Revisión Comité,Aprobado,1101317,176213,Clasificado Interno,RESERVADO,7,En Evaluación,Acuático,Europa del Este,9,Classified Partner,50.9,4,77.3,95.5,316,2011,7,Q3,Activo
BOW-5653-0043,UC-BOW-966-2007,Industrias Uroboros,Licker Delta,Dra. Monica Stevens,Base de Investigación Rockfort,G-Type,T-Veronica,NIVEL-6 EXTINCIÓN,Tanque Criogénico,Cuarentena,20,5,5,10,431.9,2.01,2016-08-15,2017-07-04,323,Reactivo Calor,89.1,8.2,37.9,13.0,Sin Registro,86,88.1,Explosivo C4 Interno,Activo en Base de Datos,Aprobado,731346,33835,No Publicado,SECRETO,6,En Evaluación,Montañoso,América del Norte,8,Classified Partner,57.4,9,79.3,90.2,2895,2016,8,Q3,Suspendido
BOW-6121-0044,UC-BOW-982-2015,WilPharma Corp.,Zombie Corredor,Dr. Albert Wesker,Complejo de Entrenamiento Umbrella,Experimental,Cepa NE-α,NIVEL-5 Crítico,Jaula Biométrica,Congelado Criónico,5,5,0,5,238.9,1.87,2011-09-03,2014-03-29,938,Autónomo,44.6,55.2,8.2,15.2,Sin Registro,24,33.5,Gas VX-7,En Revisión Comité,Suspendido,2132642,463670,Restringido,CONFIDENCIAL,5,Medio,Bunker Sellado,Europa del Este,8,Classified Partner,68.0,9,79.9,54.5,1700,2011,9,Q3,Archivado
BOW-8710-0045,UC-BOW-392-2022,Corporación Umbrella,Crimson Head,Dr. Morpheus DuVall,Complejo Subterráneo NEST-2,G-Type,Virus-C,NIVEL-4 Alto,Tanque Criogénico,Activo,14,9,2,1,356.4,3.21,2015-04-04,2016-08-19,503,Semi-Controlado,9.5,90.4,35.3,16.4,Sin Registro,73,35.1,Explosivo C4 Interno,Clasificado TS/SCI,Clasificado,2396467,442700,Clasificado Interno,SECRETO,1,Uso Inmediato,Acuático,Asia-Pacífico,9,Umbrella-EU,85.3,6,84.1,70.1,254,2015,4,Q2,Activo
BOW-6218-0046,UC-BOW-266-2017,Industrias Uroboros,Carrier (Portador de Mutación),Dr. William Birkin,Base de Investigación Rockfort,Animal Mutado,Mutación Natural,NIVEL-3 Moderado,Cápsula de Gas Paralizante,Activo,46,21,25,15,332.6,3.52,2005-11-15,2006-09-01,290,Autónomo,51.7,44.8,35.7,3.5,2024-02-11 00:00:00,6,71.2,Auto-Destrucción Inducida,En Revisión Comité,Clasificado,1958770,388221,Clasificado Interno,RESERVADO,2,En Evaluación,Montañoso,Oriente Medio,10,Sin Socio,48.9,7,61.3,97.4,540,2005,11,Q4,Cerrado
BOW-2020-0047,UC-BOW-822-2009,Fundación Spencer,Shark-Man,Dr. William Birkin,Centro de Pruebas Arklay B3,Animal Mutado,Cepa NE-α,NIVEL-4 Alto,Tanque Criogénico,Eliminado,21,13,2,13,400.2,3.1,2005-06-05,2007-12-05,913,Reactivo Calor,67.1,32.0,31.0,23.0,Sin Registro,67,72.1,Protocolo Tyrant-Kill,Archivado,Pendiente,4731570,166499,Restringido,CONFIDENCIAL,4,Medio,Montañoso,Oriente Medio,8,Umbrella-EU,68.8,17,97.3,89.8,1210,2005,6,Q2,En Revisión
BOW-5758-0048,UC-BOW-143-2014,Blue Umbrella Ltda.,Mosca Tse-Tse Mutante,Dr. Rodrigo Juan Raval,Instalación Agricultora Sheena Island,G-Type,Progenitor Puro,NIVEL-2 Bajo,Celda Reforzada T-Metal,En Pruebas,44,34,6,28,750.4,3.59,2007-09-26,2010-12-23,1184,Semi-Controlado,93.2,10.0,38.2,20.1,Sin Registro,150,46.5,Protocolo NEMESIS,En Revisión Comité,Rechazado,2003174,37520,Clasificado Interno,RESERVADO,5,Uso Inmediato,Subterráneo,Oriente Medio,3,Laboratorios Kendo,97.9,5,76.3,96.8,2038,2007,9,Q3,Suspendido
BOW-9767-0049,UC-BOW-856-2006,Laboratorios Veronica S.L.,Zombie Policial,Dr. Rodrigo Juan Raval,Instalación de Ciudad Flotante Terragrigia,Licker,Virus-T,NIVEL-4 Alto,Túnel Subterráneo Sellado,Clasificado,49,18,20,9,197.9,3.75,2019-08-05,2020-09-26,418,No Responsivo,63.1,41.0,3.6,14.4,2010-11-03 00:00:00,2,50.6,Explosivo C4 Interno,Activo en Base de Datos,Pendiente,2437076,248209,Archivado TS,SECRETO,8,Uso Inmediato,Acuático,Europa del Este,2,Umbrella-EU,49.7,14,85.9,85.9,147,2019,8,Q3,En Revisión
BOW-2421-0050,UC-BOW-510-2008,Laboratorios Veronica S.L.,Hunter Beta,Dr. Alexander Ashford,Laboratorio Submarina Calcos,Zombie,Virus-T,NIVEL-3 Moderado,Cápsula de Gas Paralizante,Fugado,37,12,5,19,390.6,2.3,2022-09-26,2024-06-01,614,Obediente (Verbal),82.1,21.9,33.1,12.9,Sin Registro,146,30.8,Crioablación,Expediente Destruido,Rechazado,571136,360112,Clasificado Interno,RESERVADO,4,Medio,Ártico,Oriente Medio,9,Umbrella-EU,81.4,20,96.6,64.8,2607,2022,9,Q3,Cerrado
BOW-9806-0051,UC-BOW-921-2011,Fundación Spencer,Lisa Trevor (Sujeto 13),Dr. Lance Hall,Laboratorio Subterráneo Antartica-B,Hunter,Cepa NE-α,NIVEL-4 Alto,Contenedor Sellado T-Rojo,Congelado Criónico,31,9,14,23,117.8,3.19,2009-12-01,2010-09-10,283,Agresivo,94.0,4.7,28.1,22.8,2021-05-03 00:00:00,51,69.5,Protocolo Tyrant-Kill,Archivado,Pendiente,4414941,241651,Clasificado Interno,SECRETO,7,Alto,Tropical,África Sub-Sahariana,1,Sin Socio,47.9,13,78.3,52.9,1983,2009,12,Q4,En Revisión
BOW-9866-0052,UC-BOW-161-2007,Terrasave Biotecnología,Tyrant T-078 (Mr. X),Dra. Alex Wesker,Plataforma Offshore LIN-01,Licker,T-Veronica,NIVEL-6 EXTINCIÓN,Bóveda Magnética,Degradado,26,8,0,23,337.1,4.17,2021-03-23,2021-05-16,54,Autónomo,24.6,71.1,16.9,17.5,2018-06-20 00:00:00,96,35.5,Crioablación,En Revisión Comité,Rechazado,2967305,72197,Restringido,RESERVADO,8,Medio,Montañoso,Europa del Este,1,Laboratorios Kendo,98.7,14,86.9,77.2,2268,2021,3,Q1,Suspendido
BOW-7868-0053,UC-BOW-729-2005,Fundación Spencer,Eliminador,Dr. Oswell Spencer,Instalación NEST - Raccoon City,Tyrant,Progenitor Puro,NIVEL-5 Crítico,Bóveda Magnética,Activo,16,14,1,4,241.1,1.63,2023-06-20,2024-10-12,480,Autónomo,29.8,74.6,29.0,2.8,Sin Registro,55,82.1,Sin Protocolo Asignado,Activo en Base de Datos,Rechazado,4276984,161657,Restringido,CONFIDENCIAL,5,Medio,Acuático,Europa del Este,11,Classified Partner,53.3,9,71.0,77.8,2513,2023,6,Q2,Cerrado
BOW-6222-0054,UC-BOW-813-2018,División BioWeapon BSAA,Hunter Gamma,Dra. Alex Wesker,Plataforma Offshore LIN-01,Licker,Cepa NE-α,NIVEL-4 Alto,Celda Reforzada T-Metal,Fugado,28,17,7,1,282.5,3.62,2019-01-16,2022-11-16,1400,No Responsivo,92.5,11.9,26.9,19.6,2011-04-18 00:00:00,143,58.5,Gas VX-7,En Revisión Comité,Clasificado,1174851,213643,Restringido,CONFIDENCIAL,3,Bajo,Montañoso,América del Norte,8,Umbrella-EU,45.5,6,62.1,68.9,2567,2019,1,Q1,Archivado
BOW-5967-0055,UC-BOW-115-2011,Fundación Spencer,Morpheus DuVall Mutado,Dr. Oswell Spencer,Instalación Africana Kijuju,Animal Mutado,T-Abyss,NIVEL-6 EXTINCIÓN,Contenedor Sellado T-Rojo,Fugado,5,1,4,23,353.5,2.22,2005-11-20,2010-10-24,1799,Obediente (Verbal),65.4,31.8,8.4,22.7,2018-07-16 00:00:00,119,66.8,Auto-Destrucción Inducida,Expediente Destruido,Pendiente,3066917,278863,Archivado TS,RESERVADO,1,Uso Inmediato,Bunker Sellado,Asia-Pacífico,4,Umbrella-EU,58.8,1,82.5,61.1,687,2005,11,Q4,Activo
BOW-9180-0056,UC-BOW-663-2015,Industrias Uroboros,Enredadera Raíz,Dr. Viktor Drachev,Centro de Pruebas Arklay B3,Animal Mutado,Progenitor Puro,NIVEL-2 Bajo,Bóveda Magnética,Congelado Criónico,38,37,1,9,185.3,3.66,2010-11-07,2013-12-24,1143,Autónomo,18.7,79.6,15.2,20.8,Sin Registro,138,98.3,Protocolo NEMESIS,En Revisión Comité,Aprobado,673528,438865,Clasificado Interno,ULTRA SECRETO,6,Medio,Bunker Sellado,Oriente Medio,4,Laboratorios Kendo,82.4,0,68.7,72.8,337,2010,11,Q4,Archivado
BOW-5501-0057,UC-BOW-648-2014,Corporación Umbrella,Espolón (Zombi Espinado),Dra. Elena Kravchenko,Instalación Africana Kijuju,Planta Mutada,T-Veronica,NIVEL-1 Mínimo,Jaula Biométrica,Eliminado,40,30,10,15,238.3,3.36,2019-04-22,2023-01-26,1375,Obediente (Verbal),6.4,93.9,16.5,0.4,2015-12-30 00:00:00,101,35.5,Gas VX-7,Clasificado TS/SCI,Clasificado,2090175,375552,Restringido,CONFIDENCIAL,1,Alto,Subterráneo,África Sub-Sahariana,7,Sin Socio,73.2,1,85.5,85.1,428,2019,4,Q2,Suspendido
BOW-8790-0058,UC-BOW-377-2006,Blue Umbrella Ltda.,Lisa Trevor (Sujeto 13),Dr. Rodrigo Juan Raval,Torre Umbrella - Ciudad Isla,Tyrant,T-Veronica,NIVEL-3 Moderado,Jaula Biométrica,Fugado,42,21,18,27,494.4,3.76,2023-12-17,2026-06-02,898,Reactivo Movimiento,92.6,11.3,36.8,5.7,2011-09-23 00:00:00,76,41.2,Protocolo Tyrant-Kill,En Revisión Comité,Suspendido,4584566,183921,Archivado TS,SECRETO,1,En Evaluación,Montañoso,Asia-Pacífico,1,Laboratorios Kendo,66.2,2,73.6,88.5,2529,2023,12,Q4,Suspendido
BOW-8075-0059,UC-BOW-290-2023,División BioWeapon BSAA,Super Tyrant,Dr. Lance Hall,Laboratorio Subterráneo Antartica-B,G-Type,T-Abyss,NIVEL-6 EXTINCIÓN,Jaula Biométrica,Cuarentena,2,2,0,25,258.3,2.64,2022-05-08,2024-03-16,678,No Responsivo,94.3,5.6,14.2,23.5,2018-09-27 00:00:00,81,54.9,Protocolo NEMESIS,Activo en Base de Datos,Pendiente,3780714,198700,No Publicado,ULTRA SECRETO,2,Alto,Urbano,África Sub-Sahariana,8,Classified Partner,73.3,13,64.1,54.5,2360,2022,5,Q2,Activo
BOW-4977-0060,UC-BOW-685-2021,Laboratorios Veronica S.L.,Lisa Trevor (Sujeto 13),Dr. Morpheus DuVall,Complejo Subterráneo NEST-2,Licker,Las Plagas,NIVEL-3 Moderado,Tanque Criogénico,Clasificado,21,12,0,9,168.0,2.0,2018-05-23,2021-10-08,1234,Obediente (Verbal),42.2,60.6,29.0,14.0,2020-11-10 00:00:00,19,54.9,Protocolo Tyrant-Kill,Clasificado TS/SCI,Clasificado,1690377,250051,Clasificado Interno,SECRETO,4,Alto,Ártico,Asia-Pacífico,10,Sin Socio,88.2,10,77.6,71.5,3463,2018,5,Q2,Archivado
BOW-9044-0061,UC-BOW-689-2012,WilPharma Corp.,Zombie Estándar,Dra. Alex Wesker,Instalación de Ciudad Flotante Terragrigia,Planta Mutada,Virus-C,NIVEL-1 Mínimo,Contenedor Sellado T-Rojo,Fugado,21,19,2,6,498.2,3.14,2008-01-21,2009-10-07,625,Reactivo Movimiento,48.1,48.7,15.9,8.0,2010-08-09 00:00:00,118,95.1,Protocolo Tyrant-Kill,Clasificado TS/SCI,Pendiente,630144,439373,Archivado TS,RESERVADO,2,Bajo,Urbano,Asia-Pacífico,11,BioResearch Corp.,82.9,12,63.0,99.5,2052,2008,1,Q1,Archivado
BOW-2392-0062,UC-BOW-211-2012,WilPharma Corp.,Licker Beta,Dra. Monica Stevens,Laboratorio Subterráneo Antartica-B,Tyrant,Mutación Natural,NIVEL-6 EXTINCIÓN,Bóveda Magnética,Degradado,33,26,0,25,775.4,2.49,2013-12-28,2017-01-05,1104,No Responsivo,92.2,9.8,32.5,14.8,2010-03-28 00:00:00,25,47.9,Explosivo C4 Interno,En Revisión Comité,Clasificado,4919740,370534,Restringido,RESERVADO,5,Uso Inmediato,Ártico,Oriente Medio,10,Classified Partner,49.0,0,79.3,64.8,441,2013,12,Q4,Activo
BOW-8178-0063,UC-BOW-839-2019,WilPharma Corp.,Tyrant Nemesis T-Type,Dra. Alex Wesker,Mansión Spencer - Arklay,Hunter,Virus-T,NIVEL-3 Moderado,Bóveda Magnética,Cuarentena,10,5,2,10,561.1,1.99,2023-08-25,2027-10-08,1505,Reactivo Movimiento,46.0,51.1,19.3,11.9,Sin Registro,44,68.1,Auto-Destrucción Inducida,En Revisión Comité,Suspendido,3925991,131559,Archivado TS,SECRETO,2,Uso Inmediato,Ártico,América del Norte,12,Classified Partner,93.0,14,83.7,69.4,2976,2023,8,Q3,Cerrado
BOW-8496-0064,UC-BOW-216-2013,Terrasave Biotecnología,Oscuro (Tyrant Experimental),Dra. Monica Stevens,Laboratorio Submarina Calcos,Planta Mutada,Mutación Natural,NIVEL-4 Alto,Contenedor Sellado T-Rojo,Cuarentena,49,45,0,18,317.5,4.04,2009-08-13,2011-03-16,580,Reactivo Calor,14.2,89.5,7.5,8.1,Sin Registro,76,93.4,Explosivo C4 Interno,Activo en Base de Datos,Rechazado,2677192,71793,Restringido,CONFIDENCIAL,1,Medio,Acuático,Oriente Medio,3,Classified Partner,63.3,19,65.5,69.2,850,2009,8,Q3,Suspendido
BOW-1878-0065,UC-BOW-986-2016,Corporación Umbrella,Enredadera Raíz,Dr. Albert Wesker,Base Antártica Umbrella,Planta Mutada,Cepa NE-α,NIVEL-5 Crítico,Bóveda Magnética,Clasificado,45,41,1,17,362.8,2.98,2019-04-04,2022-04-18,1110,Reactivo Movimiento,20.0,77.9,7.5,21.0,2020-12-17 00:00:00,42,35.7,Protocolo NEMESIS,Archivado,Pendiente,324266,154102,Restringido,CONFIDENCIAL,2,Uso Inmediato,Tropical,Oriente Medio,8,Classified Partner,70.6,18,64.6,88.8,3462,2019,4,Q2,En Revisión
BOW-5055-0066,UC-BOW-404-2006,Terrasave Biotecnología,Cerbero,Dr. William Birkin,Instalación de Ciudad Flotante Terragrigia,Hunter,Progenitor Puro,NIVEL-1 Mínimo,Túnel Subterráneo Sellado,Fugado,49,2,46,14,215.3,3.71,2017-02-27,2021-10-18,1694,Reactivo Movimiento,54.2,50.7,4.1,20.8,Sin Registro,109,41.5,Protocolo Tyrant-Kill,Archivado,Rechazado,547929,308883,No Publicado,CONFIDENCIAL,8,Medio,Acuático,Oriente Medio,5,Umbrella-EU,74.4,16,99.4,84.0,480,2017,2,Q1,Cerrado
BOW-6277-0067,UC-BOW-948-2012,División BioWeapon BSAA,Enredadera Raíz,Dr. Albert Wesker,Laboratorio Subterráneo Antartica-B,G-Type,Uroboros,NIVEL-4 Alto,Cápsula de Gas Paralizante,Cuarentena,27,1,8,27,528.9,4.14,2021-10-28,2026-04-04,1619,Agresivo,64.0,38.0,5.3,3.7,2016-03-29 00:00:00,94,61.4,Gas VX-7,Expediente Destruido,Clasificado,70745,465557,Clasificado Interno,RESERVADO,5,Alto,Bunker Sellado,América del Sur,7,BioResearch Corp.,98.1,6,79.8,66.1,1251,2021,10,Q4,En Revisión
BOW-8529-0068,UC-BOW-116-2008,Laboratorios Veronica S.L.,Ivy (Planta Zombie),Dr. Alexander Ashford,Mansión Spencer - Arklay,Planta Mutada,T-Abyss,NIVEL-6 EXTINCIÓN,Celda Reforzada T-Metal,En Pruebas,9,9,0,25,177.6,4.3,2017-04-11,2020-07-17,1193,Obediente (Verbal),35.9,65.9,1.9,2.5,Sin Registro,92,47.3,Auto-Destrucción Inducida,Archivado,Aprobado,3374754,337996,No Publicado,SECRETO,6,Alto,Montañoso,América del Norte,1,BioResearch Corp.,68.6,4,83.7,76.0,1912,2017,4,Q2,Activo
BOW-2678-0069,UC-BOW-205-2015,WilPharma Corp.,Araña Gigante,Dr. Albert Wesker,Plataforma Offshore LIN-01,Licker,T-Veronica,NIVEL-1 Mínimo,Contenedor Sellado T-Rojo,Activo,22,3,13,22,511.6,1.99,2005-03-08,2009-02-09,1434,Obediente (Verbal),16.9,78.8,15.3,18.3,2024-02-02 00:00:00,38,93.5,Explosivo C4 Interno,Clasificado TS/SCI,Rechazado,777191,480072,Clasificado Interno,SECRETO,1,En Evaluación,Montañoso,África Sub-Sahariana,6,Sin Socio,58.9,4,69.9,82.2,1106,2005,3,Q1,Archivado
BOW-4366-0070,UC-BOW-630-2024,Fundación Spencer,Morpheus DuVall Mutado,Dr. Morpheus DuVall,Torre Umbrella - Ciudad Isla,Tyrant,T-Abyss,NIVEL-4 Alto,Cápsula de Gas Paralizante,Cuarentena,47,38,4,24,238.4,3.41,2018-06-25,2021-11-14,1238,Agresivo,89.7,5.6,33.9,21.9,2010-04-09 00:00:00,92,94.4,Protocolo Tyrant-Kill,Clasificado TS/SCI,Clasificado,3580459,201581,Restringido,RESERVADO,1,Alto,Tropical,América del Norte,1,Umbrella-EU,52.9,1,97.9,69.9,1263,2018,6,Q2,Archivado
BOW-2294-0071,UC-BOW-623-2011,Laboratorios Veronica S.L.,Zombie Acuático,Dr. William Birkin,Plataforma Offshore LIN-01,Hunter,Las Plagas,NIVEL-6 EXTINCIÓN,Cápsula de Gas Paralizante,Fugado,28,22,3,2,102.9,1.76,2022-03-17,2024-07-24,860,Autónomo,62.6,37.8,6.1,2.1,Sin Registro,14,51.3,Crioablación,Archivado,Aprobado,156241,381143,Restringido,ULTRA SECRETO,2,Uso Inmediato,Acuático,América del Sur,9,Umbrella-EU,50.0,4,90.0,93.7,3092,2022,3,Q1,Activo
BOW-8457-0072,UC-BOW-623-2016,Corporación Umbrella,Enredadera Raíz,Dra. Elena Kravchenko,Laboratorio Subterráneo Antartica-B,Licker,Virus-C,NIVEL-2 Bajo,Tanque Criogénico,Cuarentena,22,13,4,16,721.8,3.52,2022-04-21,2022-06-30,70,Agresivo,10.7,91.4,23.1,1.9,Sin Registro,130,30.2,Sin Protocolo Asignado,Activo en Base de Datos,Rechazado,435721,257340,No Publicado,RESERVADO,2,Medio,Bunker Sellado,América del Norte,9,Sin Socio,53.5,7,76.7,86.0,1201,2022,4,Q2,Activo
BOW-8620-0073,UC-BOW-986-2014,Industrias Uroboros,Molde Gigante,Dr. Oswell Spencer,Base de Investigación Rockfort,Animal Mutado,Virus-T,NIVEL-3 Moderado,Celda Reforzada T-Metal,En Pruebas,8,8,0,5,477.2,2.41,2017-10-27,2019-12-09,773,Reactivo Calor,25.1,75.1,1.8,10.0,Sin Registro,94,70.8,Gas VX-7,Archivado,Clasificado,2106273,88940,Clasificado Interno,RESERVADO,0,Medio,Tropical,Asia-Pacífico,11,Laboratorios Kendo,97.1,0,90.4,68.8,3113,2017,10,Q4,En Revisión
BOW-1719-0074,UC-BOW-337-2021,División BioWeapon BSAA,Alexia Ashford Forma 1,Dr. Rodrigo Juan Raval,Laboratorio Submarina Calcos,Animal Mutado,Virus-G,NIVEL-5 Crítico,Jaula Biométrica,Eliminado,34,15,13,15,531.5,2.68,2007-05-02,2008-07-05,430,Reactivo Calor,91.5,13.2,5.7,7.0,2019-10-04 00:00:00,33,46.3,Auto-Destrucción Inducida,Expediente Destruido,Suspendido,2786796,176753,Archivado TS,CONFIDENCIAL,3,Alto,Urbano,Europa del Este,10,Laboratorios Kendo,49.3,5,78.0,65.7,584,2007,5,Q2,Archivado
BOW-1660-0075,UC-BOW-320-2015,Laboratorios Veronica S.L.,Super Tyrant,Dr. Viktor Drachev,Base Antártica Umbrella,Experimental,Uroboros,NIVEL-5 Crítico,Jaula Biométrica,En Pruebas,14,7,4,14,252.5,4.47,2013-01-14,2017-05-20,1587,Agresivo,28.9,67.3,6.3,17.2,2020-02-22 00:00:00,142,81.6,Protocolo Tyrant-Kill,Activo en Base de Datos,Suspendido,904860,431473,Restringido,ULTRA SECRETO,0,Alto,Bunker Sellado,Europa del Este,3,BioResearch Corp.,89.4,11,87.5,96.9,434,2013,1,Q1,Archivado
BOW-6432-0076,UC-BOW-225-2006,Terrasave Biotecnología,Tyrant T-103,Dr. Albert Wesker,Laboratorio Móvil Contenedor BX-12,Planta Mutada,Uroboros,NIVEL-4 Alto,Jaula Biométrica,Degradado,5,0,0,6,565.6,2.02,2018-02-23,2019-08-17,540,Semi-Controlado,86.2,13.2,5.2,22.6,2016-03-02 00:00:00,71,60.8,Protocolo Tyrant-Kill,Activo en Base de Datos,Clasificado,2111792,349360,No Publicado,RESERVADO,6,En Evaluación,Ártico,América del Norte,2,Umbrella-EU,63.0,13,68.0,94.2,2243,2018,2,Q1,Cerrado
BOW-9231-0077,UC-BOW-429-2017,Industrias Uroboros,Licker R,Dr. James Marcus,Laboratorio Submarina Calcos,Zombie,Virus-T,NIVEL-3 Moderado,Jaula Biométrica,Clasificado,35,1,24,25,451.8,3.8,2019-02-24,2023-09-03,1652,Semi-Controlado,69.2,30.6,31.3,8.6,2012-03-31 00:00:00,63,75.3,Auto-Destrucción Inducida,En Revisión Comité,Aprobado,1890557,311828,Archivado TS,CONFIDENCIAL,2,Medio,Urbano,América del Sur,6,Umbrella-EU,94.8,0,88.1,67.6,2415,2019,2,Q1,Archivado
BOW-4584-0078,UC-BOW-120-2021,Terrasave Biotecnología,Tyrant T-001,Dr. William Birkin,Laboratorio Móvil Contenedor BX-12,Zombie,T-Veronica,NIVEL-3 Moderado,Bóveda Magnética,Eliminado,13,13,0,17,739.9,4.03,2008-03-10,2011-05-17,1163,Obediente (Verbal),32.8,67.1,3.6,5.8,Sin Registro,37,70.5,Protocolo Tyrant-Kill,Activo en Base de Datos,Clasificado,3110917,48027,No Publicado,RESERVADO,1,Bajo,Acuático,Asia-Pacífico,3,BioResearch Corp.,83.9,13,91.7,98.0,2749,2008,3,Q1,En Revisión
BOW-3086-0079,UC-BOW-281-2005,División BioWeapon BSAA,Superviviente Mutado,Dr. James Marcus,Complejo Subterráneo NEST-2,Experimental,Mutación Natural,NIVEL-2 Bajo,Bóveda Magnética,Cuarentena,36,22,3,21,753.1,1.92,2008-11-28,2012-11-25,1458,Reactivo Movimiento,58.0,38.8,12.3,17.2,Sin Registro,88,97.8,Protocolo Tyrant-Kill,Activo en Base de Datos,Pendiente,3796603,15974,No Publicado,SECRETO,3,Alto,Acuático,Asia-Pacífico,2,Laboratorios Kendo,42.9,14,89.3,98.5,1785,2008,11,Q4,Suspendido
BOW-4695-0080,UC-BOW-266-2019,Blue Umbrella Ltda.,Tyrant T-078 (Mr. X),Dra. Alex Wesker,Mansión Spencer - Arklay,Experimental,Las Plagas,NIVEL-1 Mínimo,Jaula Biométrica,Congelado Criónico,23,17,3,3,185.9,2.63,2024-10-11,2026-12-05,785,Reactivo Movimiento,79.6,23.3,23.1,19.0,Sin Registro,23,53.3,Explosivo C4 Interno,Clasificado TS/SCI,Aprobado,3668202,352693,Restringido,RESERVADO,2,Alto,Subterráneo,Asia-Pacífico,4,BioResearch Corp.,64.6,17,88.9,86.5,1176,2024,10,Q4,En Revisión
BOW-2435-0081,UC-BOW-401-2024,Terrasave Biotecnología,Licker Delta,Dr. Oswell Spencer,Mansión Spencer - Arklay,Zombie,T-Veronica,NIVEL-6 EXTINCIÓN,Tanque Criogénico,Cuarentena,7,0,6,18,410.4,1.85,2011-09-03,2013-01-11,496,No Responsivo,54.5,45.4,2.2,0.1,Sin Registro,125,91.7,Auto-Destrucción Inducida,Activo en Base de Datos,Clasificado,3300813,106931,No Publicado,RESERVADO,5,Medio,Ártico,América del Norte,5,Sin Socio,67.9,7,93.5,78.2,709,2011,9,Q3,Activo
BOW-7858-0082,UC-BOW-648-2020,Fundación Spencer,Palanca (Zombie Intestinado),Dra. Alex Wesker,Instalación NEST - Raccoon City,Planta Mutada,Virus-T,NIVEL-5 Crítico,Contenedor Sellado T-Rojo,Eliminado,23,17,3,24,149.0,3.77,2006-12-04,2010-09-12,1378,Semi-Controlado,58.1,42.4,33.6,20.5,2013-10-01 00:00:00,54,85.8,Protocolo Tyrant-Kill,Activo en Base de Datos,Suspendido,707402,368154,Archivado TS,SECRETO,2,En Evaluación,Acuático,Asia-Pacífico,12,Laboratorios Kendo,45.2,17,75.9,66.3,1221,2006,12,Q4,Archivado
BOW-2641-0083,UC-BOW-208-2023,Blue Umbrella Ltda.,Neptune Alfa,Dra. Elena Kravchenko,Base de Investigación Rockfort,Experimental,Uroboros,NIVEL-3 Moderado,Cápsula de Gas Paralizante,Clasificado,1,1,0,13,483.3,2.92,2015-04-12,2020-03-14,1798,Semi-Controlado,18.5,82.2,23.3,24.1,Sin Registro,36,72.7,Crioablación,Clasificado TS/SCI,Aprobado,3370150,476393,No Publicado,SECRETO,0,Uso Inmediato,Acuático,Asia-Pacífico,1,Umbrella-EU,89.0,9,72.4,92.1,3605,2015,4,Q2,Activo
BOW-2462-0084,UC-BOW-292-2019,Fundación Spencer,Zombie Policial,Dr. Viktor Drachev,Instalación Agricultora Sheena Island,Experimental,Virus-T,NIVEL-5 Crítico,Túnel Subterráneo Sellado,Eliminado,9,4,5,14,108.6,3.63,2024-06-28,2025-10-17,476,Autónomo,74.7,23.5,29.2,15.1,Sin Registro,134,90.7,Protocolo NEMESIS,Archivado,Rechazado,1733818,448816,Clasificado Interno,SECRETO,0,Uso Inmediato,Subterráneo,Asia-Pacífico,12,BioResearch Corp.,56.4,14,80.2,81.8,597,2024,6,Q2,Activo
BOW-5237-0085,UC-BOW-866-2007,Industrias Uroboros,Tyrant T-002,Dr. Morpheus DuVall,Mansión Spencer - Arklay,Licker,Mutación Natural,NIVEL-2 Bajo,Túnel Subterráneo Sellado,Fugado,32,28,1,30,539.1,3.53,2010-06-05,2012-07-16,772,Obediente (Verbal),83.3,17.6,14.0,4.1,2021-07-06 00:00:00,5,89.7,Sin Protocolo Asignado,Activo en Base de Datos,Suspendido,1159931,349409,Restringido,ULTRA SECRETO,3,Bajo,Tropical,Asia-Pacífico,12,Umbrella-EU,65.4,12,94.1,72.9,983,2010,6,Q2,Suspendido
