"ID_Reporte","Fecha_Emision","Fecha_Auditoria_Forense","Investigador_Responsable","Comite_Aprobador","Ensayo_Asociado","Sede","ID_Sujeto_Principal","Num_Sujetos_Declarados","Num_Sujetos_Real","Tasa_Exito_Declarada_Pct","Tasa_Exito_Real_Pct","Muertes_Reportadas","Muertes_Reales_Estimadas","Tipo_Alteracion_Principal","Num_Alteraciones_Detectadas","Clasificacion_Documento","Nivel_Riesgo_Fraude","Score_Fraude_0_100","Estado_Auditoria","Auditado_Por","Observaciones"
"RBF-00085","2014-07-22","2015-04-24","Dra. Spencer, A.","Panel Bioético Sector B","Ensayo RE-Cadou","Spencer Estate Lab","SUJ-8143","60","62","73.02","28.73","3","13","Supresión de reacción alérgica severa","9","CONFIDENCIAL","Medio","75.8","Archivado","AUD-331","Sujeto registrado fallecido antes del ensayo."
"RBF-00086","2020-09-01","2022-02-24","Dr. Marcus, J.","Junta de Supervisión STARS","Ensayo Mold-E-Variant","Lab Urbano RC-04","SUJ-4305","41","42","79.07","32.99","1","4","Alteración de fechas de aplicación","3","CONFIDENCIAL","Alto","41.8","Pendiente","AUD-344","Hash de documento no coincide con archivo original."
"RBF-00087","2015-03-31","2017-02-11","Dr. Yamamoto, K.","Comité Ético NEST-Arklay","Fase Miranda-Prime","Mobile Unit Delta","SUJ-9142","29","34","72.17","22.27","0","10","Omisión de muerte no reportada","13","ULTRA SECRETO","Medio","81","Escalado a fiscal","AUD-383","Firmas no coinciden con fecha declarada."
"RBF-00088","2012-11-22","2014-08-22","Dr. Marcus, J.","Comité Ético NEST-Arklay","Protocolo Umbrella-X","Facility Salazar","SUJ-2234","15","20","97.44","73.81","2","9","Falsificación de aprobación ética","2","CONFIDENCIAL","Medio","76.4","Archivado","AUD-928","Consentimiento firmado bajo coerción."
"RBF-00089","2021-08-04","2021-11-14","Dr. Torres, C.","Comité de Revisión Externe BSAA","Protocolo Umbrella-X","Mobile Unit Delta","SUJ-9779","45","61","97.11","78.76","2","9","Modificación de resultado post-mortem","2","RESTRINGIDO","Bajo","75.2","Pendiente","AUD-426","Aprobación ética emitida retroactivamente."
"RBF-00090","2014-08-11","2016-03-03","Dra. Spencer, A.","Comité de Revisión Umbrella Corp.","Prueba NE-α","Facility Salazar","SUJ-4507","65","80","82.27","47.95","1","9","Alteración de muestra de tejido","8","RESTRINGIDO","Bajo","43.6","Archivado","AUD-172","Datos duplicados de ensayo anterior."
"RBF-00091","2021-09-19","2021-10-31","Dra. Novak, H.","Panel Clínico Raccoon City","Protocolo Umbrella-X","Laboratorio Remoto Dulvey","SUJ-5708","71","83","90.94","55.38","1","3","Fabricación de consentimiento informado","3","USO INTERNO","Bajo","51.3","Archivado","AUD-283","Testigo externo reporta irregularidades."
"RBF-00092","2013-02-17","2014-03-23","Dr. Salazar, R.","Comité de Ética Médica T-Sector","Proyecto Excella","Lab Urbano RC-04","SUJ-5344","9","20","80.99","32.82","0","0","Reemplazo de sujeto de prueba","17","CONFIDENCIAL","Bajo","92.9","Fraude confirmado","AUD-720","Sujeto registrado fallecido antes del ensayo."
"RBF-00093","2016-04-05","2017-03-25","Dr. Isaacs, S.","Comité de Revisión Umbrella Corp.","Ensayo Mutación Hunter","Facility Salazar","SUJ-1778","1","11","89.45","56.7","3","11","Alteración de muestra de tejido","2","ULTRA SECRETO","Crítico","68","Pendiente","AUD-640","Protocolo no seguido, datos fabricados."
"RBF-00094","2015-02-12","2015-07-27","Dra. Singh, A.","Panel de Cumplimiento Viral","Fase Miranda-Prime","Satellite Lab B-17","SUJ-5871","8","22","92.94","55.11","4","4","Alteración de fechas de aplicación","6","USO INTERNO","Alto","35.4","En revisión","AUD-252","Resultados estadísticos inconsistentes."
"RBF-00095","2017-01-31","2018-04-02","Dr. Ashford, E.","Panel Bioético Sector B","Fase Miranda-Prime","Centro de Investigación Kijuju","SUJ-7586","63","79","96.62","60.54","2","4","Manipulación de estadística de éxito","8","CONFIDENCIAL","Bajo","61.5","Pendiente","AUD-717","Datos duplicados de ensayo anterior."
"RBF-00096","2019-02-16","2020-10-20","Dr. Torres, C.","Comité de Revisión Externe BSAA","Protocolo Umbrella-X","Lab Urbano RC-04","SUJ-4700","11","30","82.41","65.88","1","3","Alteración de fechas de aplicación","17","CONFIDENCIAL","Medio","93.9","Pendiente","AUD-761","Testigo externo reporta irregularidades."
"RBF-00097","2021-05-09","2022-08-12","Dr. Torres, C.","Panel de Cumplimiento Viral","Protocolo Eveline","Centro de Investigación Kijuju","SUJ-2506","81","88","92.37","52.76","4","12","Supresión de reacción alérgica severa","6","ULTRA SECRETO","Medio","63.5","Pendiente","AUD-861","Consentimiento firmado bajo coerción."
"RBF-00098","2016-02-03","2017-03-13","Dra. Reed, L.","Comité Ético NEST-Arklay","Fase C-Virus Alpha","Satellite Lab B-17","SUJ-2552","8","14","78.91","30.79","4","4","Fabricación de consentimiento informado","12","RESTRINGIDO","Crítico","41.4","Pendiente","AUD-357","Hash de documento no coincide con archivo original."
"RBF-00099","2013-10-28","2015-06-09","Dr. Dubois, L.","Junta de Supervisión STARS","Protocolo Eveline","Laboratorio Remoto Dulvey","SUJ-6518","35","45","97.75","76.45","4","10","Omisión de efectos adversos","16","RESTRINGIDO","Crítico","37","En revisión","AUD-455","Protocolo no seguido, datos fabricados."
"RBF-00100","2016-02-25","2018-02-23","Dra. Vega, N.","Comité de Ética Médica T-Sector","Prueba NE-α","Facility Salazar","SUJ-5478","35","42","72.67","33.9","3","4","Falsificación de aprobación ética","6","USO INTERNO","Crítico","46.8","Archivado","AUD-379","Testigo externo reporta irregularidades."
"RBF-00101","2015-12-26","2016-07-19","Dr. Chen, W.","Panel Clínico Raccoon City","Ensayo RE-Cadou","Raccoon City Hospital","SUJ-2102","33","51","87.69","48.95","1","7","Datos de control fabricados","2","ULTRA SECRETO","Medio","66.7","Escalado a fiscal","AUD-871","Resultados estadísticos inconsistentes."
"RBF-00102","2014-05-08","2015-10-02","Dr. Ashford, E.","Junta Regulatoria Nemesis Div.","Fase C-Virus Alpha","Raccoon City Hospital","SUJ-9700","5","10","89.15","67.58","2","2","Falsificación de firma de consentimiento","3","ULTRA SECRETO","Medio","69.6","Archivado","AUD-189","Firmas no coinciden con fecha declarada."
"RBF-00103","2019-07-08","2019-10-20","Dr. Mendoza, F.","Junta Regulatoria Nemesis Div.","Estudio Megamycete","Satellite Lab B-17","SUJ-8786","41","60","89.89","69.95","1","10","Falsificación de firma de consentimiento","9","USO INTERNO","Bajo","13.1","Fraude confirmado","AUD-620","Protocolo no seguido, datos fabricados."
"RBF-00104","2014-12-29","2015-02-14","Dra. Okafor, B.","Comité Internacional de Bioética","Estudio Uroboros","Laboratorio Remoto Dulvey","SUJ-7997","28","46","75.13","20.93","0","9","Fabricación de consentimiento informado","10","ULTRA SECRETO","Bajo","59.5","Escalado a fiscal","AUD-313","Testigo externo reporta irregularidades."
"RBF-00105","2019-11-14","2021-08-06","Dr. Marcus, J.","Comité Internacional de Bioética","Fase C-Virus Alpha","Satellite Lab B-17","SUJ-4436","7","25","96.4","65.65","2","9","Fabricación de consentimiento informado","13","USO INTERNO","Alto","84.3","Escalado a fiscal","AUD-304","Datos duplicados de ensayo anterior."
"RBF-00106","2022-07-03","2022-10-10","Dr. Birkin, W.","Comité de Revisión Externe BSAA","Fase Miranda-Prime","Mobile Unit Delta","SUJ-6690","73","76","76.71","52.61","1","10","Falsificación de firma de consentimiento","13","ULTRA SECRETO","Alto","83","Fraude confirmado","AUD-897","Protocolo no seguido, datos fabricados."
"RBF-00107","2019-08-31","2019-10-14","Dr. Isaacs, S.","Comité de Revisión Umbrella Corp.","Experimento Wesker","NEST Underground","SUJ-2256","72","86","88.19","66.34","2","11","Falsificación de aprobación ética","15","RESTRINGIDO","Alto","57.7","Escalado a fiscal","AUD-608","Sujeto registrado fallecido antes del ensayo."
"RBF-00108","2019-04-08","2020-01-31","Dr. Chen, W.","Comité de Ética Médica T-Sector","Fase Miranda-Prime","Arklay Mountain Lab","SUJ-5945","12","28","77.79","36.09","0","1","Falsificación de firma de consentimiento","13","RESTRINGIDO","Medio","82.5","Archivado","AUD-673","Resultados estadísticos inconsistentes."
"RBF-00109","2012-10-19","2013-06-26","Dr. Wesker, A.","Comité Ético NEST-Arklay","Protocolo G-Virus","Satellite Lab B-17","SUJ-9268","34","51","79.99","40.61","2","4","Alteración de muestra de tejido","13","ULTRA SECRETO","Alto","72.7","Pendiente","AUD-633","Aprobación ética emitida retroactivamente."
"RBF-00110","2018-10-31","2019-01-09","Dr. Salazar, R.","Comité de Revisión Externe BSAA","Proyecto Némesis","Facility Salazar","SUJ-5913","33","52","86.21","45.47","4","11","Falsificación de grupo de control","6","RESTRINGIDO","Bajo","52.8","Pendiente","AUD-210","Firmas no coinciden con fecha declarada."
"RBF-00111","2019-02-13","2019-05-15","Dr. Birkin, W.","Junta de Supervisión STARS","Prueba NE-α","Raccoon City Hospital","SUJ-8092","48","59","82.85","64.33","3","5","Manipulación de estadística de éxito","7","CONFIDENCIAL","Crítico","27.7","Fraude confirmado","AUD-411","Testigo externo reporta irregularidades."
"RBF-00112","2013-12-01","2015-02-11","Dra. Reed, L.","Comité de Ética Médica T-Sector","Experimento Wesker","Mobile Unit Delta","SUJ-9846","23","32","76.17","25.43","0","0","Supresión de muestra contaminada","3","ULTRA SECRETO","Crítico","31.7","Pendiente","AUD-766","Muestra biológica alterada post-análisis."
"RBF-00113","2017-12-27","2019-06-28","Dr. Yamamoto, K.","Panel Clínico Raccoon City","Fase Gamma-Licker","Arklay Mountain Lab","SUJ-6133","62","70","76.44","45.87","2","10","Supresión de reacción alérgica severa","1","ULTRA SECRETO","Medio","26.3","En revisión","AUD-603","Resultados estadísticos inconsistentes."
"RBF-00114","2020-03-05","2021-01-22","Dr. Marcus, J.","Comité de Revisión Externe BSAA","Protocolo Eveline","Facility Salazar","SUJ-4278","37","44","82.87","55.34","0","7","Omisión de efectos adversos","12","CONFIDENCIAL","Crítico","16.7","Fraude confirmado","AUD-870","Testigo externo reporta irregularidades."
"RBF-00115","2014-09-29","2016-08-02","Dr. Salazar, R.","Panel Clínico Raccoon City","Protocolo Eveline","Laboratorio Remoto Dulvey","SUJ-7788","44","51","91.69","58.2","4","7","Omisión de efectos adversos","5","ULTRA SECRETO","Alto","85.5","En revisión","AUD-825","Firmas no coinciden con fecha declarada."
"RBF-00116","2013-10-31","2015-04-27","Dra. Singh, A.","Panel Bioético Sector B","Ensayo RE-Cadou","Raccoon City Hospital","SUJ-7591","35","45","95.35","64.75","3","10","Reemplazo de sujeto de prueba","11","CONFIDENCIAL","Bajo","63.7","Escalado a fiscal","AUD-414","Testigo externo reporta irregularidades."
"RBF-00117","2017-03-08","2018-06-06","Dr. Isaacs, S.","Comité Ético NEST-Arklay","Fase Gamma-Licker","Laboratorio Remoto Dulvey","SUJ-5116","65","76","74.19","24.65","0","4","Alteración de muestra de tejido","12","USO INTERNO","Crítico","88.5","Pendiente","AUD-248","Datos duplicados de ensayo anterior."
"RBF-00118","2016-04-03","2017-07-10","Dr. Chen, W.","Comité de Revisión Umbrella Corp.","Experimento Wesker","Facility Salazar","SUJ-9443","47","52","82.22","30.05","4","6","Omisión de efectos adversos","16","ULTRA SECRETO","Bajo","97.4","Archivado","AUD-458","Protocolo no seguido, datos fabricados."
"RBF-00119","2015-01-10","2016-03-26","Dra. Okafor, B.","Comité Internacional de Bioética","Protocolo Umbrella-X","Mobile Unit Delta","SUJ-8425","78","80","74.61","47.47","4","4","Manipulación de dosis registrada","1","ULTRA SECRETO","Bajo","86.3","En revisión","AUD-124","Testigo externo reporta irregularidades."
"RBF-00120","2022-05-18","2022-09-09","Dra. Reed, L.","Comité de Revisión Externe BSAA","Fase Miranda-Prime","Facility Salazar","SUJ-9971","3","17","72.43","22.87","4","13","Fabricación de consentimiento informado","1","USO INTERNO","Crítico","34.2","Pendiente","AUD-568","Hash de documento no coincide con archivo original."
"RBF-00121","2019-03-06","2021-01-19","Dr. Ashford, E.","Comité de Revisión Umbrella Corp.","Ensayo RE-Cadou","Centro de Investigación Kijuju","SUJ-3958","1","6","89.2","42.94","2","6","Falsificación de firma de consentimiento","5","RESTRINGIDO","Medio","95.8","Escalado a fiscal","AUD-922","Consentimiento firmado bajo coerción."
"RBF-00122","2019-09-19","2021-04-20","Dra. Reyes, P.","Comité de Revisión Umbrella Corp.","Estudio Plagas-Las Illuminadas","Mobile Unit Delta","SUJ-1304","5","11","87.66","35.43","1","11","Reemplazo de sujeto de prueba","4","ULTRA SECRETO","Alto","82.5","Pendiente","AUD-415","Resultados estadísticos inconsistentes."
"RBF-00123","2018-03-31","2019-11-01","Dr. Salazar, R.","Panel de Cumplimiento Viral","Protocolo Eveline","NEST Underground","SUJ-9457","14","19","76.24","51.41","0","5","Reemplazo de sujeto de prueba","1","ULTRA SECRETO","Bajo","73.9","Fraude confirmado","AUD-327","Muestra biológica alterada post-análisis."
"RBF-00124","2014-06-18","2016-04-08","Dra. Novak, H.","Comité de Revisión Externe BSAA","Fase Gamma-Licker","Raccoon City Hospital","SUJ-4056","27","28","78.08","40","1","4","Reemplazo de sujeto de prueba","15","RESTRINGIDO","Crítico","93.5","En revisión","AUD-638","Muestra biológica alterada post-análisis."
"RBF-00125","2019-09-05","2020-03-09","Dra. Vega, N.","Comité Internacional de Bioética","Protocolo Eveline","Arklay Mountain Lab","SUJ-9178","9","14","72.62","46.64","4","10","Falsificación de firma de consentimiento","5","RESTRINGIDO","Bajo","48.9","Archivado","AUD-964","Hash de documento no coincide con archivo original."
"RBF-00126","2015-08-21","2016-06-30","Dra. Spencer, A.","Comité de Revisión Umbrella Corp.","Ensayo T-002","Facility Salazar","SUJ-4489","79","80","93.71","45.75","1","3","Manipulación de estadística de éxito","7","USO INTERNO","Crítico","75.8","Archivado","AUD-236","Aprobación ética emitida retroactivamente."
"RBF-00127","2021-06-14","2021-10-07","Dr. Torres, C.","Panel de Cumplimiento Viral","Estudio Uroboros","Raccoon City Hospital","SUJ-8656","15","15","97.34","82.13","4","10","Modificación de resultado post-mortem","17","ULTRA SECRETO","Bajo","87.5","Escalado a fiscal","AUD-146","Sujeto registrado fallecido antes del ensayo."
"RBF-00128","2020-08-13","2021-07-26","Dr. Yamamoto, K.","Comité Internacional de Bioética","Fase Miranda-Prime","Lab Urbano RC-04","SUJ-5389","42","56","75.52","37.93","4","4","Modificación de resultado post-mortem","6","ULTRA SECRETO","Alto","26","En revisión","AUD-940","Consentimiento firmado bajo coerción."
"RBF-00129","2020-09-13","2021-01-01","Dr. Dubois, L.","Junta de Supervisión STARS","Protocolo Umbrella-X","Facility Salazar","SUJ-9728","77","86","78.02","49.45","3","9","Supresión de reacción alérgica severa","13","USO INTERNO","Crítico","68.3","En revisión","AUD-304","Datos duplicados de ensayo anterior."
"RBF-00130","2012-08-17","2014-02-21","Dr. Birkin, W.","Junta de Supervisión STARS","Ensayo Mutación Hunter","Lab Urbano RC-04","SUJ-8106","51","60","94.58","66.67","3","3","Alteración de muestra de tejido","15","ULTRA SECRETO","Alto","45","Escalado a fiscal","AUD-709","Protocolo no seguido, datos fabricados."
"RBF-00131","2014-07-27","2015-03-22","Dr. Dubois, L.","Comité de Ética Médica T-Sector","Estudio Uroboros","Raccoon City Hospital","SUJ-1981","63","72","96.09","55.29","1","11","Supresión de muestra contaminada","7","RESTRINGIDO","Crítico","69.5","Archivado","AUD-464","Muestra biológica alterada post-análisis."
"RBF-00132","2021-03-20","2021-09-25","Dr. Yamamoto, K.","Panel de Cumplimiento Viral","Protocolo G-Virus","Laboratorio Remoto Dulvey","SUJ-9556","52","56","82.91","33.85","0","0","Falsificación de aprobación ética","7","ULTRA SECRETO","Alto","85.6","Escalado a fiscal","AUD-945","Hash de documento no coincide con archivo original."
"RBF-00133","2012-05-11","2013-12-11","Dr. Birkin, W.","Junta Regulatoria Nemesis Div.","Ensayo Mutación Hunter","Spencer Estate Lab","SUJ-4287","4","7","73.32","33.95","1","2","Reemplazo de sujeto de prueba","13","CONFIDENCIAL","Alto","49.6","En revisión","AUD-789","Hash de documento no coincide con archivo original."
"RBF-00134","2021-01-10","2022-01-09","Dra. Spencer, A.","Panel Clínico Raccoon City","Estudio Plagas-Las Illuminadas","Mobile Unit Delta","SUJ-6968","23","37","73.02","23.89","0","1","Alteración de fechas de aplicación","4","RESTRINGIDO","Crítico","78.2","Archivado","AUD-160","Hash de documento no coincide con archivo original."
"RBF-00135","2015-07-16","2016-09-18","Dr. Birkin, W.","Comité Ético NEST-Arklay","Ensayo Mold-E-Variant","Arklay Mountain Lab","SUJ-8577","15","23","86.92","61.34","1","4","Alteración de fechas de aplicación","8","USO INTERNO","Crítico","25.4","Fraude confirmado","AUD-765","Sujeto registrado fallecido antes del ensayo."
"RBF-00136","2016-07-01","2018-03-23","Dra. Reed, L.","Comité de Revisión Externe BSAA","Estudio Megamycete","Laboratorio Remoto Dulvey","SUJ-3420","43","58","82.22","46.44","2","2","Alteración de fechas de aplicación","16","RESTRINGIDO","Alto","49.3","Archivado","AUD-828","Protocolo no seguido, datos fabricados."
"RBF-00137","2015-01-01","2016-11-10","Dr. Birkin, W.","Panel Bioético Sector B","Prueba NE-α","Lab Urbano RC-04","SUJ-4938","29","37","72.74","39.72","2","5","Omisión de muerte no reportada","16","RESTRINGIDO","Crítico","64.1","En revisión","AUD-921","Resultados estadísticos inconsistentes."
"RBF-00138","2012-09-28","2014-08-24","Dra. Reed, L.","Comité de Ética Médica T-Sector","Fase Miranda-Prime","Laboratorio Remoto Dulvey","SUJ-3465","36","54","87.16","71.69","0","1","Omisión de muerte no reportada","16","RESTRINGIDO","Bajo","33.7","En revisión","AUD-156","Sujeto registrado fallecido antes del ensayo."
"RBF-00139","2014-05-14","2016-05-10","Dr. Torres, C.","Junta de Supervisión STARS","Proyecto Excella","Spencer Estate Lab","SUJ-5919","13","26","72.29","35.02","3","6","Datos de control fabricados","2","RESTRINGIDO","Bajo","66.7","Archivado","AUD-553","Aprobación ética emitida retroactivamente."
"RBF-00140","2022-03-29","2024-02-15","Dr. Dubois, L.","Panel Bioético Sector B","Fase Miranda-Prime","Satellite Lab B-17","SUJ-8133","32","43","92.47","51.01","0","3","Reemplazo de sujeto de prueba","14","ULTRA SECRETO","Bajo","42.9","Escalado a fiscal","AUD-620","Protocolo no seguido, datos fabricados."
